Platform ,Gender,Category,Price range,Delivery Charge,Product Name,Review,Star
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,ছোটবোনের জন্য নিয়েছিলাম! সে হাতে পেয়ে খুবই খুশি হয়েছে! ঘড়িটা খুব সুন্দর!,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,কিছুদিন ব্যবহারের পর রিভিউ দিচ্ছি ব্যবহার কিছুদিন করার পর সুতা উঠে গেছে,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,অর্ডার টি সঠিক ভাবে হাতে পেলাম। সার্ভিস ম্যান এর ব্যবহার ও অনেক ভালো।,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,যেমন টা ছবিতে দেখেছিলাম ঠিক তেমন পাইছি ৷ অনেক ধন্যবাদ দাড়াজ কে ৷,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,ঘড়ি সুন্দর বাট টাইম ঠিক ছিলো না। দুইটা নিছি দুইটারি একি অবস্থা😐,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,"অসাধারণ, অল্প টাকার মধ্যে খুবই ভালে,,, আপনারাও অর্ডার করতে পারেন",5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,সন্তুষ্ট হয়েছি ❤️ কিন্তু ডেলিভারি বয়ের আচরণ খুভই খারাপ লেগেছি,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,ঘড়িটা খুব সুন্দর ছিল। সব ঠিকঠাক ছিল। ধন্যবাদ দারাজ ও সেলারকে।,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,পছন্দের মতে হয়েছে ধন্যবাদ দারাজ কে সেই সাথে সেলার দেরকে ও।,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,আলহামদুলিল্লাহ ভালো নিতে পারেন সবাই আমি তিনটা নিয়েছি।,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,আমার মেয়ে খুব খুশি তাই আমিও অনেক খুশি। ধন্যবাদ দারাজকে।,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,যেমন টা দেখেছি ঠিক তেমন টাই পেয়েছি ধন্যবাদ দারাজ কে 💝,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,"ঘড়ি টা অনেক সুন্দর ছিল ,,এবং এক্সটা একটা বেল্টও ছিল",5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,খুব ভালে আপনারাও চাইলে নিতে পারের দারাজ কে ধন্দ্যবাদ,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,"এই বাজেটে আলহামদুলিল্লাহ, আপনারা চাইলে নিতে পারেন।",5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,"খুব সুন্দর হয়েছে, আর রাইডার এর ব্যবহারও খুব ভালো",5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,আমার বোনের জন্য নিছি অনেক ভালো হইছে দাম অনুযায়ী,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,অনেক ভালো পরছে। আপনারা চাইলে নিতে পারেন😍,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,"ভালোই মনে হচ্ছে, ইউজ করে দেখি কতদিন চলে।",5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,ভালো তবে ডেলিভারি ম্যান একটা ফালতু লোক।,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,Gf কে গিফট দিয়ে ছিলাম Gf শনতুস্ট....😅,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,১৬৫ টাকার ঘরি ২ মাস হয় দাম হিসেবে ভালো,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,খুব ভালো এবং খুব সুন্দর। একদম ছবির মত।,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,যেমনটি চেয়েছিলাম তেমন হয়নি। মোটা মুটি,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,সুন্দর ঘড়ি,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,খুব সুন্দর,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,অসাধারণ ছিল,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,দারুণ লেগেছে।,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,ঘ‌ড়ি টা ভা‌লো,5
Daraz,female,Watch,301-500,paid,Fashion ribbon watch for women,ঘড়িটা ভালো ছিলো।,5
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,সেলার একটি বাটপার এর গিফট কার্ড না পার্টি ডেলিভারি সব পূর্ণ জানানোর পরও কোনো উত্তর দেয়নি তারা কেউ এই ছেলের কাছ থেকে দ্বারা ফ্লিপকার্ট কিনবেন না,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এটা দিচেন আমাকে আমার টাকা দিন👿 1 দিন ও বেব্যহার করতে পারি নি যে জিনিস বাল না সেই টা কেন ও বিক্রি করেন আমার 100 টাকা দিচে হবে,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এটা দারাজের পুরাই জালিয়াতি ব্যবসা। গিফট কার্ড অর্ডার করেছি কিন্তু কোনো গিফট ভাউচার পাইনি। অনেকবার কমপ্লেইন করেছি তারা দেখছে দেখছে বলছিল। অতঃপর ফোন দিল জিজ্ঞেস করলে আপনি কি গিফট কার্ড এর মেইল পাননি। আমি বললাম না। তারা বলল ঠিক আছে আমরা আপনাকে আর একটি গিফট কার্ড দিচ্ছি। এই বলে ফোন কেটে দিল। এখন পর্যন্ত আমি কোন গিফট কার্ড মেইল পেলাম না আজকে ৪৮ দিন‌। দয়া করে কেউ এই গিফট কার্ড অর্ডার করবেন না।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,গিফট কার্ড অর্ডার করেছি আজ দুদিন হয়ে গেল এখনো আমি গিফট কার্ড পাইনি,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,১০০ টাকার গিফট কার্ড তবুও voucher এ গিয়ে কোড টাইপ করলাম দিলো ৮২ টাকা এটা মোটেই ঠিক নয়।😠😡,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"কোড কাজ করে না। আপনারা আবার বলবেন না ""যে আমি দারাজ নতুন "" ১০০ টাকার দারাজ গিফট কাড আনেক গুলো ডেলিভারি পাইছি এবং সে গুলো দিয়ে তেল অর্ডার দিছি। কিন্তু এই ভাউচার কোড কি কাজ করে না। ৩ বা লাইভ চ্যাটে কমপ্লেইন করছি । এজেন্ট আমাকে বলল ""sir আমি আপনার বিষয় টা সংশ্লিষ্টটিমকে জানিয়েছি "" তারা আপনাকে কল দিবে। কিন্তু কোনো কল দেয় নাই 😡😡😡",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি gift card ক্রয় করার পরে ২৪ ঘন্টার মধ্যে আমার কাছে কোনো ইমেইল আসেনি। কিন্ত দারাজ এ দেখাচ্ছে আমার কাছে ইমেইল পাঠানো হয়েছে😠😠😠😠😠,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এটা কিভা‌বে ব‌্যাবহার কর‌তে জা‌নিনা তাই কিনার পর এভা‌বেই আ‌ছে দয়া ক‌রে বল‌বেন এটা কি ভবে ব‌্যবহার কর‌তে হয় । তা‌দের সা‌থে যুগা‌যোগ করার চেষ্টা ক‌রে‌ছি কোন উত্তর পাই‌নি ।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি ১০০ তার গিফট কার্ড কিন্স আজ দালি ভারি দেয়ার কথা বিকাশ থেকে পেমেন্ট কোর্স বৎ কার্ড তা তো আসল না,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"সবাই আমার রিভিও টা পড়ে তারপর অর্ডার দিন। এরা পুরাই বাটপার। ১০০৳ এর এইকার্ড কেনার আগে আমি চ্যাট অপশনে ওদের কাছে জানতে চাই যে, কার্ডটা বা ভাউচারটা কি আমি ২বার ব্যবহার করতে পারবো? ওরা উত্তর দেয় ""যাবে"" অথচ আমি ৫০টাকার একটা অর্ডারে এই ভাউচার ব্যবহার করে কিছুক্ষন পর ৪০ টাকার আরেকটা অর্ডার করতে গিয়ে দেখি, ভাউচার কোডের স্থানে দেখাচ্ছে ""this voucher has already used"" টাইপের কিছু। অর্থাৎ আমার এই ভাউচারে আরো ৫০টাকা থাকা সত্তেও আমি ২য়বার আর ব্যবহার করতে পারি নাই। মানে আমার বাকি ৫০টাকা পুরাই নষ্ট। দু:খে আমি দারাজের কাস্টমারকেয়ারের ""live chat"" এ ব্যাপারটা খুলে বললে তারা বলে ""স্যার, একটা ভাউচার মাত্র ১বার ই ব্যবহার করা যায়"" অথচ এটা সত্তেও এই ""daraz digital goods"" স্টোরের সেলাররা চ্যাটে আমাকে মিথ্যা বলছে যে এই কার্ড ২য়বার ব্যবহার করা যাবে। প্রমান স্বরূপ আমি কাস্টমার কেয়ারে সেই চ্যাটের একটা স্ক্রিনশটও দিলাম। তারা বল্লো ""দু:খিত স্যার সেলার কেন এমন বলেছে জানি না"" অতঃপর আমি তাদের কাছে বললাম এটা এই শপটা কি দারাজের নিজস্ব?? তারা সময় চেয়ে জানালো ""এই শপের একাধিক মালিকানা আছে"" wordলিমিট থাকায় r লিখতে পারলাম না",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,24ঘন্টার বেশি সময় হইছে ওয়ডার successful দেখাইতেছে কিন্তু আমি কোনো ভাউচার বা মেসেজ পাইনি ইমেইলে।আমার পুরো টাকা পানিতে 😠😠😠😠😠 মেসেজ করসি কোন জবাব দেয়না😠😠😠😠😠😔😔😑😄😓😰😨😭😤😠😠😠,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,100 টাকার গিফট কার্ডে 100 টাকাই দিয়েছে ভেলিভারি দেওয়ার কথা ছিল 24 ঘন্টার মধ্যে সেখানে ভেলিভারি দিয়েছে 66 ঘন্টা । দারাজের কথার সাথে কাজের মিল নেই । 3 বার তাদের অভিযোগ করেছি তারপর দিয়েছে। আশা করছি পরের বার ঠিক সময়ে অর্ডার পাব ।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"দ্বায়া করে কেও কিনবেন না, প্রতারিত হবেন না, আমি কোন ব্যালেন্স পাইনি,কোড বসালে দুখিঃ দেখায়,যদিও আপনি পান তাহলে ১০০/=দিয়ে কিনে ১০০/= ভাউসার পাবেন তবে সবপ্রডাক্টের জন্য ব্যবহার যগ্য না,তাহলে কেন ১০০ /= দিয়ে ১০০/= ভাউসার নিবেন,তারথেকে পন্যকিনে ১০০/= পেমেন্ট করেন তাথে ক্যাশবাক পাবেন",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"সার্ভিসটা খুবই বাজে ছিল, ১০০ টাকার গিফট কার্ড পেতে অনেক টাইম লেগেছে, তার আগে আমার অফার গুলো চলে গেছে। আর গিফট কার্ড কিনলে কোন ডিসকাউন্ট পাওয়া যায় না। গিফট কার্ড না কিনাই ভালো, ফালতু জিনিস।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমার এখানে ডেলিভারি দেখাচ্ছে। কিন্তু  এখনো আমি পেলাম না। হেল্পলাইন এ কথা বলার পরও কোন রেসপন্স পাই নাই।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"আমি ৫তরিখে কোন কার্ড পাইনি তবে ক্যানো ডেলিভারি দেখানো হয়েছে, আমি আমার কার্ড আগামি ১৩ তারিখের আগে ফেরত চাই",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,সবচেয়ে বড় সমস্যা হলো গিফট কার্ড  এবং দারাজ ভাউচার একসাথে ব্যবহার করা যায় না। এগুলো কেনার কোন যৌক্তিকতা নেই,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"পুরাই ফালতু জিনিস। ১০০ টাকা দিয়ে কেনা জিনিস, যেন কাউকে গিফট দেয়া যায় কিংবা নিজেই পরবর্তীতে ব্যবহার করতে। কিন্তু গ্রোসারি, বেবি প্রোডাক্টে ইউস করা যাবেনা! এটা কেমন নিয়ম! এটা তো ফ্রি কুপন না, যে সবকিছুতে ব্যবহার করা যাবেনা! পুরো ১০০ টাকা দিয়েই কেনা কুপন কেন প্রোডাক্ট রেস্টিকশন থাকবে!",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,দারাজের গিফট কার্ড গুলি থেকে পন্যের সীমাবদ্ধতা এবং মেয়াদ উঠিয়ে নেওয়া উচিত। কারণ এগুলি আমরা টাকা দিয়ে কিনি। ফ্রি দেয় না।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"ফালতু, ২৮ ঘন্টায় ডেলিভারি পাইসি!!! আর ১০০ টাকা দিয়া কিনে ১০০ টাকাই ভাউচার পাইসি!!! এটাতো আরেকটু বেশি হওয়ার কথা ছিলো",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,গিপ্ট কার্ড কেনা মানে হয়রানি! ঠিক সময়ে কোড পাঠায়না। অাবার মাঝে মাঝে রিডিম করা কোড পাঠায়। অভিযোগ দিলে বলে ৭২ ঘন্টার অাগে জানাইনি কেন! গ্রাহক হয়রানির মানে হয়না!,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"খুবই বাজে অভিজ্ঞতা হইল। ভাউচার না দিয়াই ডেলিভার্ড, কম্পলেইন করেও কোনো লাভ হয়নাই। বোকাচোকারা কইবেন স্প্যাম ট্র‍্যাস দেখতে তাদের আগেই বলে রাখি সব চেক করা শেষ ।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,প্ট কার্ড কেনা মানে হয়রানি! ঠিক সময়ে কোড পাঠায়না। অাবার মাঝে মাঝে রিডিম করা কোড পাঠায়। অভিযোগ দিলে বলে ৭২ ঘন্টার অাগে জানাইনি কেন! গ্রাহক হয়রানির মানে হয়না!,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"২৪ ঘন্টার মধ্যে দেওয়ার কথা! ১০ দিনেও যখন দেয় নি, তখন কাস্টমার কেয়ারে জানালে বলে কেন ২৪ ঘন্টার মধ্যে জানাই নি! মানে মোবাইল নিয়ে বসে থাকা লাগবে সারাক্ষণ যাতে না পেলে বারবার ওদের আপডেট জানাইতে পারি! অনেক প্রমাণাদি দলিলাদি দেওয়ার পর email এ দেয়।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"বাটপার একটা দারাজ,ডেলিভারি না দিয়ে ডেলিভারি শো করিয়ে দিছে।পরবর্তীতে যোগাযোগ করা হলে কাষ্টমার প্রতিনিধি বলেছে ৭২ ঘন্টার মধ্যে এই ইস্যু গুলো নিয়ে কাজ করা হয়।এখন আর কিছু করা যাবে না।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,১* পাওয়ার ও যোগ্য না। ডেলিভারি দেওয়ার কথা ২৪ ঘন্টায় কিন্তু আজকে ৫ দিন হয়ে গেছে তবুও কোনো মেইল পাইনি। ৩ দিন আগে থেকে delivered দেখাচ্ছে কিন্তু মেইলই আসেনায়। লাইভে যোগাযোগ করলাম তারা বিষয়টা দেখতেছে বলে কি করতেছে কে জানে। প্রথমবার এত হতাশ হলাম।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"চিটার সেলার,,,,বাটপার,,,,,ইমেইল এ কোড না দিয়ে,, অর্ডারটি ডেলিভারি দেখাই দিছে,,,,,কেউ কিনবেন না,,বাটপার সেলার",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"এই গিফট কার্ডটি আমি আমাকে ১০০ টাকা মূল্যের কোন গিফ্ট পাঠাবে মনে করে অর্ডার করেছিলাম, ১০০ টাকা পে করে দিয়েছি কিন্তু এখনও এর কোন হদিস মিলেনি। লস হলো ১০০ টাকা।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,১০০ টাকার গিফট কার্ডে শুধু মাত্র ভাউচার কোড পেলাম এটা ফাজলামি ছাড়া অন্য কিছু না। সেলার কে মেসেজ দিলেও সিন করে না।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"প্রথমতঃ ১০০/- জিনিসের দামও একশত টাকাই। এরপর আপনি যদি দুই তিনটা একসাথে কিনেন, তাহলে সবগুলো একসাথে ব্যবহার করতে পারবেন না। এই ক্ষেত্রে যদি আপনার প্রোডাক্টের দাম একশত টাকার বেশি হয়, তখন আপনাকে বাকি টাকা বিকাশে পেইড করতে হবে। এরপর আবার নির্দিষ্ট মেয়াদের পরে যদি আপনি ব্যবহার না করেন, তখন টাকা বাতিল 😤😡😠। তাই দয়া করে কেউ কিনবেন না।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"পুরাই ফাউ টাকা নষ্ট হলো। লেখা গিফটকার্ড আর ব্যবহার হয় ভাউচার হিসেবে। ভাউচার ব্যবহারের কোনো অপশন নাই। কন্ডিশন ২৪০০+ খরচ করলে সেখানে ছাড়.. ফ্রডের একটা লিমিট থাকা উচিত।! দরাজ থেকে এমনটা এক্সপেক্ট করা যায় না। গিফট কার্ডের ব্যবহার জানতে ইন্টারন্যাশনাল ইকমার্স সাইট গুলো ষ্টাডি করুন,জেনেবুঝে তারপর এসব সংযোজন করবেন। 🤬 *এ ধরনের ভাউচার কাউকে না নেওয়ার জন্যে পরামর্শ রইলো।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এই টা ব্যবহার করা অনেক যামেলা এইটা ব্যাবহার করলে আর কোন ভাউচার ব্যাবহার করা যাই না ফালতু জিনিস একটা,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,ভাই কোন দিনও এইখান থেকে কিছু কিনবেন না আমি ওরর্ডার করার ৭ দিন পরে কোড পাইছি তাও আবার কাজ করে না 😡,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"বাটপার, কোড না দিয়া, ডেলিভারি দেখাইয়া দিছে। সব চোর।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এটা কি ধরণের গিফট কার্ড? ১০০ টাকায় কিনে কোড দিলে ১০০ টাকই ভাউচার ডিসকাউন্ট দেখায় !! বুঝলাম না !,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,দুইটা ১০০ টাকার গিফট কার্ড কিনেছি দুটোতেই ১০০ টাকার ভাউচার কোড এটা ফাজলামো ছাড়া আর কিছু না 🤬,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আপনার কি ভাই এইটা এত দিন হলো একন পাইনি চিটারি করেন কেনও ভাই 100 টাকা নিয়া কি বড় লোক হয়ে যাবেন,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,কোড পেলাম না। কোন মেইল পেলাম না। তারপরও ডেলিভারড দেখাচ্ছে… যোগাযোগ করেও কোন উত্তর পাই নি…,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"পুরাই ফালতু। অনলি ১০% ক্যাশব্যাক পেয়েছি, যা বিকাশ পেমেন্টে এমনিতেই পেতাম। তাহলে গিফট কার্ড কিনে লাভটা হলো কি?",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"দারাজ গিফট কার্ড নিয়ে চিটারি শুরু করে দিয়েছে, ইমেইল না পাঠিয়ে ভেলিভারি দেখাচ্ছে",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এটার রিডিম কোড এর জন্য আর কতদিন অপেক্ষা করতে হবে? ৯ জুলাই অর্ডার। আজ ২৯ অগাস্ট।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"আমি এখনো ১০০ টাকা মিস্ট্রি বক্সের ডেলিভারি পেলাম না, এখানে দেখাচ্ছে ডেলিভার্ড!!",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"বুঝলাম না ভাই। কিছুই পাইলাম না,,আপনারা ডেলিভারি দিয়ে দিলেন । ইমেইলে কিছুই নাই।।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমাকে তারা ইমেইল পাঠিয়ে ছিল আমি ভুল করে ডিলিট করে ফেলেছি তারা ইমেইল দিচ্ছে না,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"বাটপার দারাজ, মেইল না দিয়াই ডেলিভার্ড দেখায় কম্প্লেইন করেও লাভ হয় না 😤😤😤😤",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,সেলার একদম বাজে।মেসেজের রিপ্লে দেয় না।একদম নিম্নস্তরের সেলারের চেয়েও বাজে।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,পুরাই ফালতু কনো ডিসকাউন্ট দেও নায় পুরাই ফালতু! কেও নিও না।কনো লাভ হবে না।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"আমার কাছে ফালতু মনে হল, আমার টাকা নিয়ে আমাকে শর্ত সাপেক্ষে ফেরত দেয়া।",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি কার্ড তো পাইলাম না।আমার কার্ড গেল কই জাতির কাছে জানতে চাই?,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"১০০ টাকা গিফট কার্ডে ১০০ টাকাই, তাহলে গিফট কার্ড কিনে লাভ কি?",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"আমার হাতে কোন গিফট কার্ড পাইনি, অথচ দেখানো হয়েছে ডেলিভারি",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমাকে কোন গিফট ডেলিভারী দেওয়া হয়নি কিন্তু রিভিউ চাচ্ছে কেন?,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,গিফট কার্ড টা একদম পালতু ১০০ টাকা ইউস করে কিছু পাইলাম না,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এটা পুরাই ভুয়া।কিছুই পাইনাই।শুধু শুধু আমার ১০০ টাকা নষ্ট,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,গিফট কার্ড টাকা দিলাম গিফট কার্ড তো পাই নাই ফালতু😡😡😤,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,চোরের দল সব আমাকে কোড না দিয়াই ডেলিভারি দেখায়ে দিছে।।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,মনে করেছিলাম পণ্যের দাম থেকে মাইনাস হবে কিন্তু হয়নি।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,গিফট কার্ড এর কোড মেইল না করেই ডেলিভার্ড দেখাচ্ছে।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি ১০০ টাকার গিফট কাড অডার করেছিলাম কিন্তু আমি হাতে পাইনি আর ওরা বলছে আমরা দিয়েছি এখন কথা হলো ১০০ টাকার লোভ সামলাতে পারেনা Daraz তাহলে আমরা ৫ হাজার টাকার অডার করবো কি করে বলেন কেউ আগে পেমেন্ট করবেন না,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,ভাই কেউ নিবেন না আমাকে 36 ঘন্টা পরে দিয়েছে😡😡😡😡,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"এই ভাউচারের মুল্য ১০০ টাকা, ৭০ টাকা পাওয়ার কারনকি",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি এখন আপনাদের প্রোডাক্ট পাইনি কি রিভিউ দিব আমি,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,কই ভাই কিছু তো পেলাম না শুধু শুধু টাকা গুলি নিলো,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,মারাত্মক শয়তানি।এটা দিয়ে সবকিছু কেনা যায় না।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,হুদাই সময় নষ্ট কিন্তু মেয়াদ থাকে ছয় মাসের মত,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,ভাই আক্কেল থাকলে আর কোন দিন Gift card কিনব না।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,ডেলিভারি না দিয়ে ডেলিভারি দেখানো হয়েছে 😡😡😡,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি তো এখনো পাই নাই ।তবুও Delivered দেখাচ্ছে,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,১০০ টাকা দিয়ে ১০০ টাকায় পাইলাম লাভ কি তাহলে,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি কিছু পাইনি কেন অনেক দিন হলো এটা কি পাবনা,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,ব্যবহার করতে গেলে বার বার অকার্যকর দেখাচ্ছে।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি তো কিছুই পাইনি ডেলিভারড দেখাচ্ছেন কেন?,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,দারাজ আমার গিফট কার্ড চুরি করছে 😠😠😠😠😠,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এতো Slow ডেলিভারি! অর্ডার করছি ৬ সেপ্টেম্বর আর ডেলিভারি দিছেন ৮ সেপ্টেম্বর। কথা ছিলো ২৪ ঘন্টার মধ্যে ডেলিভারি দেওয়ার......,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,৮ তারিখ কিনলাম এখন তো গিফট কার্ড পেলাম না,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,কোড ডেলিভারি পাইছি কিন্তু কোড কাজ করে না,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,"আসার পথেই হারিয়ে গেছে, খুঁজে পেলাম না!",1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,অনেক সময় লেগেছ গিফট কার্ড এর কোড আসতে,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,এটা কিনে কি লাভ হয় বুঝতে পারছি না 🙄,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমি পাইনি।এখনো অথচ ডেলিভারি দিয়েছেন,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,কোড পাইনি। ডেলিভার্ড কেনো শো করছে?,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,অনেক দেরিতে ডেলিভারি করা হয়েছে ।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,কি ভাই দিবেন না। কত দিন হয়ে গেল।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,৬ দিন পরে ডেলিভারি দেওয়া হয়েছে।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমিতো এখনো পার্সেলেই হাতে পাইনি,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমার কাছে কোন গিফ্ট আসে নি।,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,আমার অর্ডার টা আসে নাই এখনো,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,ওরা মেসেজ রিপ্লাই দিচ্ছে না,1
Daraz,none,Gift card,0-150,free,Daraz Gift Card - 100Tk,প্রডাক্ট হাতে পাইনি এখন,1
